"","x"
"1",0.0078266326469562
"2",0.0078266326469562
"3",0.0078266326469562
"4",0.0078266326469562
"5",0.0078266326469562
"6",0.00788809380876694
"7",0.00788809380876694
"8",0.00788809380876694
"9",0.00788809380876694
"10",0.00788809380876694
"11",0.00788809380876694
"12",0.00788809380876694
"13",0.00788809380876694
"14",0.00788809380876694
"15",0.00788809380876694
"16",0.00788809380876694
"17",0.00788809380876694
"18",0.00788809380876694
"19",0.00788809380876694
"20",0.00794772899407524
"21",0.00794772899407524
"22",0.00794772899407524
"23",0.00794772899407524
"24",0.00794772899407524
"25",0.00794772899407524
"26",0.00794772899407524
"27",0.00794772899407524
"28",0.00794772899407524
"29",0.00794772899407524
"30",0.00794772899407524
"31",0.00794772899407524
"32",0.00794772899407524
"33",0.00794772899407524
"34",0.00794772899407524
"35",0.00794772899407524
"36",0.00794772899407524
"37",0.00800561262346908
"38",0.00800561262346908
"39",0.00800561262346908
"40",0.00800561262346908
"41",0.00800561262346908
"42",0.00800561262346908
"43",0.00800561262346908
"44",0.00800561262346908
"45",0.00800561262346908
"46",0.00800561262346908
"47",0.00800561262346908
"48",0.00800561262346908
"49",0.00800561262346908
"50",0.00800561262346908
"51",0.00800561262346908
"52",0.00800561262346908
"53",0.00806181489405616
"54",0.00806181489405616
"55",0.00806181489405616
"56",0.00806181489405616
"57",0.00806181489405616
"58",0.00806181489405616
"59",0.00806181489405616
"60",0.00806181489405616
"61",0.00806181489405616
"62",0.00806181489405616
"63",0.00806181489405616
"64",0.00806181489405616
"65",0.00806181489405616
"66",0.00806181489405616
"67",0.0081164020875288
"68",0.0081164020875288
"69",0.0081164020875288
"70",0.0081164020875288
"71",0.0081164020875288
"72",0.0081164020875288
"73",0.0081164020875288
"74",0.0081164020875288
"75",0.0081164020875288
"76",0.0081164020875288
"77",0.0081164020875288
"78",0.0081164020875288
"79",0.0081164020875288
"80",0.0081164020875288
"81",0.0081164020875288
"82",0.0081164020875288
"83",0.0081164020875288
"84",0.00816943685085927
"85",0.00816943685085927
"86",0.00816943685085927
"87",0.00816943685085927
"88",0.00816943685085927
"89",0.00816943685085927
"90",0.00816943685085927
"91",0.00816943685085927
"92",0.00816943685085927
"93",0.00816943685085927
"94",0.00816943685085927
"95",0.00816943685085927
"96",0.00816943685085927
"97",0.00816943685085927
"98",0.00816943685085927
"99",0.00822097845248093
"100",0.00822097845248093
"101",0.00822097845248093
"102",0.00822097845248093
"103",0.00822097845248093
"104",0.00822097845248093
"105",0.00822097845248093
"106",0.00822097845248093
"107",0.00827108301647015
"108",0.00827108301647015
"109",0.00827108301647015
"110",0.00827108301647015
"111",0.00827108301647015
"112",0.00827108301647015
"113",0.00827108301647015
"114",0.00827108301647015
"115",0.00827108301647015
"116",0.00827108301647015
"117",0.00827108301647015
"118",0.00827108301647015
"119",0.00827108301647015
"120",0.00827108301647015
"121",0.00827108301647015
"122",0.00827108301647015
"123",0.00827108301647015
"124",0.00827108301647015
"125",0.0083198037369485
"126",0.0083198037369485
"127",0.0083198037369485
"128",0.0083198037369485
"129",0.0083198037369485
"130",0.0083198037369485
"131",0.0083198037369485
"132",0.0083198037369485
"133",0.0083198037369485
"134",0.0083198037369485
"135",0.0083198037369485
"136",0.0083198037369485
"137",0.0083198037369485
"138",0.0083198037369485
"139",0.0083198037369485
"140",0.0083198037369485
"141",0.00836719107466831
"142",0.00836719107466831
"143",0.00836719107466831
"144",0.00836719107466831
"145",0.00836719107466831
"146",0.00836719107466831
"147",0.00836719107466831
"148",0.00836719107466831
"149",0.00836719107466831
"150",0.00836719107466831
"151",0.00836719107466831
"152",0.00836719107466831
"153",0.00836719107466831
"154",0.00841329293752173
"155",0.00841329293752173
"156",0.00841329293752173
"157",0.00841329293752173
"158",0.00841329293752173
"159",0.00841329293752173
"160",0.00841329293752173
"161",0.00841329293752173
"162",0.00841329293752173
"163",0.00841329293752173
"164",0.00841329293752173
"165",0.00841329293752173
"166",0.00841329293752173
"167",0.00841329293752173
"168",0.00841329293752173
"169",0.00841329293752173
"170",0.00841329293752173
"171",0.00841329293752173
"172",0.00845815484651878
"173",0.00845815484651878
"174",0.00845815484651878
"175",0.00845815484651878
"176",0.00850182008860957
"177",0.00850182008860957
"178",0.00850182008860957
"179",0.00850182008860957
"180",0.00850182008860957
"181",0.00850182008860957
"182",0.00854432985757698
"183",0.00854432985757698
"184",0.00854432985757698
"185",0.00854432985757698
"186",0.00854432985757698
"187",0.00854432985757698
"188",0.00854432985757698
"189",0.00854432985757698
"190",0.00854432985757698
"191",0.00854432985757698
"192",0.00854432985757698
"193",0.00854432985757698
"194",0.00854432985757698
"195",0.00854432985757698
"196",0.00854432985757698
"197",0.00854432985757698
"198",0.00858572338409485
"199",0.00858572338409485
"200",0.00858572338409485
"201",0.00858572338409485
"202",0.00858572338409485
"203",0.00858572338409485
"204",0.00858572338409485
"205",0.00858572338409485
"206",0.00858572338409485
"207",0.00858572338409485
"208",0.00858572338409485
"209",0.00858572338409485
"210",0.00858572338409485
"211",0.00858572338409485
"212",0.00862603805593181
"213",0.00862603805593181
"214",0.00862603805593181
"215",0.00862603805593181
"216",0.00862603805593181
"217",0.00862603805593181
"218",0.00862603805593181
"219",0.00862603805593181
"220",0.00862603805593181
"221",0.00862603805593181
"222",0.00862603805593181
"223",0.00862603805593181
"224",0.00862603805593181
"225",0.00862603805593181
"226",0.00862603805593181
"227",0.00862603805593181
"228",0.00862603805593181
"229",0.00862603805593181
"230",0.00866530952917898
"231",0.00866530952917898
"232",0.00866530952917898
"233",0.00866530952917898
"234",0.00866530952917898
"235",0.00866530952917898
"236",0.00870357183129028
"237",0.00870357183129028
"238",0.00870357183129028
"239",0.00870357183129028
"240",0.00870357183129028
"241",0.00870357183129028
"242",0.00870357183129028
"243",0.00870357183129028
"244",0.00870357183129028
"245",0.00870357183129028
"246",0.00870357183129028
"247",0.00870357183129028
"248",0.00870357183129028
"249",0.00870357183129028
"250",0.00870357183129028
"251",0.00870357183129028
"252",0.00874085745664444
"253",0.00874085745664444
"254",0.00874085745664444
"255",0.00874085745664444
"256",0.00874085745664444
"257",0.00874085745664444
"258",0.00874085745664444
"259",0.00874085745664444
"260",0.00874085745664444
"261",0.00877719745526739
"262",0.00877719745526739
"263",0.00877719745526739
"264",0.00877719745526739
"265",0.00877719745526739
"266",0.00877719745526739
"267",0.00877719745526739
"268",0.00877719745526739
"269",0.00877719745526739
"270",0.00877719745526739
"271",0.00877719745526739
"272",0.00877719745526739
"273",0.00877719745526739
"274",0.00877719745526739
"275",0.00877719745526739
"276",0.00881262151529134
"277",0.00881262151529134
"278",0.00881262151529134
"279",0.00884715803967088
"280",0.00884715803967088
"281",0.00884715803967088
"282",0.00884715803967088
"283",0.00884715803967088
"284",0.00884715803967088
"285",0.00884715803967088
"286",0.00884715803967088
"287",0.00884715803967088
"288",0.00884715803967088
"289",0.00884715803967088
"290",0.008880834217627
"291",0.008880834217627
"292",0.008880834217627
"293",0.008880834217627
"294",0.008880834217627
"295",0.008880834217627
"296",0.008880834217627
"297",0.00891367609124562
"298",0.00891367609124562
"299",0.00891367609124562
"300",0.00891367609124562
"301",0.00891367609124562
"302",0.00891367609124562
"303",0.00891367609124562
"304",0.00894570861761763
"305",0.00894570861761763
"306",0.00894570861761763
"307",0.00894570861761763
"308",0.00894570861761763
"309",0.00894570861761763
"310",0.00894570861761763
"311",0.00894570861761763
"312",0.00894570861761763
"313",0.00894570861761763
"314",0.00894570861761763
"315",0.0089769557268717
"316",0.0089769557268717
"317",0.0089769557268717
"318",0.0089769557268717
"319",0.0089769557268717
"320",0.0089769557268717
"321",0.0089769557268717
"322",0.0089769557268717
"323",0.0089769557268717
"324",0.0089769557268717
"325",0.0089769557268717
"326",0.0089769557268717
"327",0.0089769557268717
"328",0.0089769557268717
"329",0.00900744037641991
"330",0.00900744037641991
"331",0.00900744037641991
"332",0.00900744037641991
"333",0.00900744037641991
"334",0.00900744037641991
"335",0.00900744037641991
"336",0.00900744037641991
"337",0.00900744037641991
"338",0.00900744037641991
"339",0.00900744037641991
"340",0.00900744037641991
"341",0.00903718460170698
"342",0.00903718460170698
"343",0.00903718460170698
"344",0.00903718460170698
"345",0.00903718460170698
"346",0.00903718460170698
"347",0.00903718460170698
"348",0.00903718460170698
"349",0.00903718460170698
"350",0.00903718460170698
"351",0.00906620956372869
"352",0.00906620956372869
"353",0.00906620956372869
"354",0.00906620956372869
"355",0.00906620956372869
"356",0.00906620956372869
"357",0.00906620956372869
"358",0.00906620956372869
"359",0.00906620956372869
"360",0.00909453559356179
"361",0.00909453559356179
"362",0.00909453559356179
"363",0.00909453559356179
"364",0.00909453559356179
"365",0.00909453559356179
"366",0.00909453559356179
"367",0.00909453559356179
"368",0.00912218223412673
"369",0.00912218223412673
"370",0.00912218223412673
"371",0.00912218223412673
"372",0.00912218223412673
"373",0.00912218223412673
"374",0.00912218223412673
"375",0.00912218223412673
"376",0.00912218223412673
"377",0.00912218223412673
"378",0.00914916827938591
"379",0.00914916827938591
"380",0.00914916827938591
"381",0.00914916827938591
"382",0.00914916827938591
"383",0.00914916827938591
"384",0.00914916827938591
"385",0.00914916827938591
"386",0.00914916827938591
"387",0.00914916827938591
"388",0.00914916827938591
"389",0.00917551181116288
"390",0.00917551181116288
"391",0.00917551181116288
"392",0.00917551181116288
"393",0.00917551181116288
"394",0.00917551181116288
"395",0.00917551181116288
"396",0.00917551181116288
"397",0.00917551181116288
"398",0.00917551181116288
"399",0.00917551181116288
"400",0.00917551181116288
"401",0.00917551181116288
"402",0.00917551181116288
"403",0.00917551181116288
"404",0.00917551181116288
"405",0.00917551181116288
"406",0.0092012302337527
"407",0.0092012302337527
"408",0.0092012302337527
"409",0.0092012302337527
"410",0.0092012302337527
"411",0.0092012302337527
"412",0.0092012302337527
"413",0.0092012302337527
"414",0.0092012302337527
"415",0.0092012302337527
"416",0.0092012302337527
"417",0.0092012302337527
"418",0.00922634030647959
"419",0.00922634030647959
"420",0.00922634030647959
"421",0.00922634030647959
"422",0.00922634030647959
"423",0.00922634030647959
"424",0.00922634030647959
"425",0.00922634030647959
"426",0.00925085817434531
"427",0.00925085817434531
"428",0.00925085817434531
"429",0.00925085817434531
"430",0.00925085817434531
"431",0.00925085817434531
"432",0.00925085817434531
"433",0.00925085817434531
"434",0.00925085817434531
"435",0.00925085817434531
"436",0.00925085817434531
"437",0.00927479939690027
"438",0.00927479939690027
"439",0.00927479939690027
"440",0.00927479939690027
"441",0.00927479939690027
"442",0.00927479939690027
"443",0.00927479939690027
"444",0.00927479939690027
"445",0.00929817897545883
"446",0.00929817897545883
"447",0.00929817897545883
"448",0.00929817897545883
"449",0.00929817897545883
"450",0.00929817897545883
"451",0.00929817897545883
"452",0.00929817897545883
"453",0.00929817897545883
"454",0.00929817897545883
"455",0.00932101137877062
"456",0.00932101137877062
"457",0.00932101137877062
"458",0.00932101137877062
"459",0.00932101137877062
"460",0.00932101137877062
"461",0.00932101137877062
"462",0.00932101137877062
"463",0.00934331056725128
"464",0.00934331056725128
"465",0.00934331056725128
"466",0.00934331056725128
"467",0.00934331056725128
"468",0.00934331056725128
"469",0.00934331056725128
"470",0.00934331056725128
"471",0.00934331056725128
"472",0.00934331056725128
"473",0.00934331056725128
"474",0.00934331056725128
"475",0.00936509001586781
"476",0.00936509001586781
"477",0.00936509001586781
"478",0.00936509001586781
"479",0.00936509001586781
"480",0.0093863627357666
"481",0.0093863627357666
